label,dual_count,dual_word	
ai,3,المحليين	
ai,3,لتدوين	
ai,5,البعدين	
ai,3,القائمين	
ai,4,الميدان	
ai,8,وعشرين	
ai,8,والسودان	
ai,8,وبين	
ai,7,الإقليمين	
ai,7,هذين	
ai,2,والعسكريين	
ai,2,السياسيين	
ai,4,الموحدين	
ai,5,لتكوين	
ai,3,النسيان	
ai,3,والمؤرخين	
ai,2,الأمين	
ai,6,باللسان	
ai,6,الوطنيين	
ai,6,والتمدين	
ai,2,وتدوين	
ai,2,إبان	
ai,1,والدين	
ai,6,نسيان	
ai,4,الفئتين	
ai,4,الأوروبيين	
ai,7,الأوربّيين	
ai,4,واستبيان	
ai,4,المتمدرسين	
ai,4,المراهقين	
ai,8,ملايين	
ai,8,لاجئين	
ai,8,وفقدان	
ai,4,الموظفين	
ai,6,فقدان	
ai,3,التنفيذيين	
ai,3,المسؤولين	
ai,3,للمصريين	
ai,3,الطواحين	
ai,2,المصريين	
ai,3,مسلمين	
ai,6,للبلدان	
ai,6,البرلمان	
ai,6,العدوان	
ai,6,والمفكرين	
ai,6,الرحمان	
ai,8,الفرنسيين	
ai,8,للفرنسيين	
ai,5,المفكرين	
ai,3,للمهتمين	
ai,2,ميزان	
ai,4,والزيانيين	
ai,4,المرينيين	
ai,4,سلاطين	
ai,3,الحفصيين	
ai,3,للحفصيين	
ai,3,للدين	
ai,2,الصعيدين	
ai,10,التأمين	
ai,10,للمستفيدين	
ai,7,للتأمين	
ai,7,للمشاركين	
ai,6,والحفصيين	
ai,5,تلمسان	
ai,8,المستهلكين	
ai,5,المعلنين	
ai,5,للمستخدمين	
ai,4,سليمان	
ai,6,والمسوقين	
ai,6,للمستهلكين	
ai,6,الإعلان	
ai,5,المستخدمين	
ai,19,الإيطاليين	
ai,5,المحتلين	
ai,5,الإسبان	
ai,5,الأندلسيين	
ai,5,للموريسكيين	
ai,7,سنان	
ai,4,العشرين	
ai,3,والأمان	
ai,3,المتعاملين	
ai,4,ودين	
ai,4,للمسلمين	
ai,8,البحريين	
ai,8,القياديين	
ai,1,للتحسين	
ai,5,للسكان	
ai,3,تباين	
ai,6,باكستان	
ai,6,والبويهيين	
ai,6,السامانيين	
ai,5,متنافسين	
ai,9,والبوهيين	
ai,9,الغزنويين	
ai,3,المواطنين	
ai,3,الأحيان	
ai,1,الاستقلاليين	
ai,1,أركان	
ai,11,بتحسين	
ai,11,العاملين	
ai,5,داعين	
ai,3,بتكوين	
ai,2,الثلثين	
ai,6,للموظفين	
ai,4,تبين	
ai,4,المعنيين	
ai,6,موضحين	
ai,6,الحرمين	
ai,3,العمران	
ai,2,لقوانين	
ai,9,للمواطنين	
ai,9,للعمران	
ai,3,والميادين	
ai,3,لوهران	
ai,7,والعثمانيين	
ai,1,لتأمين	
ai,3,لبلدان	
ai,4,المغاربيين	
ai,3,مهمتين	
ai,3,مسألتين	
ai,2,رئيسيتين	
ai,2,المستعمرين	
ai,3,الجنسين	
ai,3,لبيان	
ai,6,للبيان	
ai,2,الأخريان	
ai,2,الدراستان	
ai,2,الولايتين	
ai,2,والعمران	
ai,3,التاريخيتين	
ai,2,والديوان	
ai,2,الديوان	
ai,3,الفاعلين	
ai,3,الأزمان	
ai,2,الأمان	
ai,8,والمهتمين	
ai,8,للممارسين	
ai,6,بضمان	
ai,6,الاستعماريين	
ai,2,بسكان	
ai,2,تقنين	
ai,4,تبيان	
ai,6,المالكيين	
ai,1,والعصيان	
ai,3,والمحترفين	
ai,1,والمرابطين	
ai,15,تمكين	
ai,6,متساويين	
ai,6,طرفين	
ai,3,مستثمرين	
ai,5,متحيزين	
ai,5,حين	
ai,9,التاريخيين	
ai,9,متكافئين	
ai,2,المجاهدين	
ai,4,يتعين	
ai,4,والممارسين	
ai,5,المتعاونين	
ai,8,والسكان	
ai,5,مستويين	
ai,8,قوانين	
ai,6,والقوانين	
ai,2,والمعلمين	
ai,2,المتعلمين	
ai,2,والباحثين	
ai,4,بالمسلمين	
ai,8,الدولتين	
ai,13,الإسلاميتين	
ai,13,القوتين	
ai,13,هاتين	
ai,13,الدولتان	
ai,8,ابان	
ai,3,والصرافين	
ai,8,بعين	
ai,8,الإسلاميين	
ai,8,والاقتصاديين	
ai,5,الأوزان	
ai,4,والدارسين	
ai,3,والمكان	
ai,3,الزمان	
ai,3,المدنيين	
ai,2,إنسان	
ai,2,والاحتضان	
ai,1,الاحتضان	
ai,2,للاحتضان	
ai,5,المستهدفين	
ai,5,التباين	
ai,2,الباحثان	
ai,6,يؤرخان	
ai,4,الإيالتين	
ai,4,لسان	
ai,7,صفحتين	
ai,7,مستشرقين	
ai,7,صحفيين	
ai,3,الأصليين	
ai,5,فنانين	
ai,5,متعايشين	
ai,4,والجزائريين	
ai,7,الإخمينيين	
ai,7,أريمان	
ai,7,وأريمان	
ai,7,إلهين	
ai,7,لإيران	
ai,5,أهريمان	
ai,5,كدين	
ai,5,أهرمان	
ai,2,المؤلفين	
ai,5,الاثنان	
ai,10,والمستقبليين	
ai,10,المعاصرين	
ai,1,المستويين	
ai,7,متمدرسين	
ai,2,مرين	
ai,2,الفارين	
ai,7,ومستثمرين	
ai,7,محليين	
ai,7,مسؤولين	
ai,3,للعثمانيين	
ai,5,المستنيرين	
ai,5,متأثرين	
ai,4,بالآخرين	
ai,3,النعمان	
ai,4,والمسؤولين	
ai,9,المحاسبين	
ai,8,للمحاسبين	
ai,7,خراسان	
ai,3,لسكان	
ai,3,والتمكين	
ai,2,والموازين	
ai,1,إيكجان	
ai,5,للإسماعيليين	
ai,4,للناجين	
ai,4,المشاركين	
ai,7,كبيرين	
ai,7,الريفيين	
ai,7,المعتدين	
ai,2,معتدين	
ai,3,للمهاجرين	
ai,3,المهاجرين	
ai,4,وتأمين	
ai,2,تأمين	
ai,2,احتضان	
ai,2,التونسيين	
ai,2,كأمين	
ai,6,الفترتين	
ai,3,اجتماعيتين	
ai,3,طبقتين	
ai,3,المعاقين	
ai,5,ورجلان	
ai,12,والأخصائيين	
ai,12,للمعلمين	
ai,12,المتأثرين	
ai,12,النفسيين	
ai,12,والاختصاصيين	
ai,4,القرآنيين	
ai,26,للصليبيين	
ai,26,البيزنطيين	
ai,26,المسيحيين	
ai,5,الشرقيين	
ai,5,للصليبين	
ai,5,الملكانيين	
ai,1,مرشحين	
ai,3,يعززان	
ai,3,المنتظمين	
ai,5,قانونيين	
ai,2,الزوجين	
ai,3,القانونيين	
ai,3,للمشرعين	
ai,6,والمحاميين	
ai,6,المشرّعين	
ai,6,والأكاديميين	
ai,3,واجتماعيين	
ai,1,للمرشحين	
ai,1,المرشحين	
ai,3,الناخبين	
ai,3,المختلفين	
ai,7,جزائريين	
ai,7,باحثين	
ai,6,المورسكيين	
ai,4,والمحامين	
ai,11,للأندلسيين	
ai,7,الرصين	
ai,1,عنوان	
ai,3,المنخرطين	
ai,2,رصين	
ai,6,للطرفين	
ai,6,وممارسين	
ai,3,العلميين	
ai,4,الأزمتين	
ai,4,والمهنيين	
ai,2,الحماديين	
ai,3,الزيريين	
ai,7,المختصين	
ai,5,وأمان	
ai,2,اليقظان	
ai,6,المصلحين	
ai,6,الرجلين	
ai,3,الشخصيتين	
ai,10,النموذجان	
ai,10,وهذان	
ai,10,محددين	
ai,10,نموذجين	
ai,10,أحضان	
ai,5,والمربين	
ai,7,بارزتين	
ai,7,حالتين	
ai,9,للاستبيان	
ai,5,والمستهلكين	
ai,5,والمشاركين	
ai,5,للمؤرخين	
ai,3,والتلقين	
ai,3,الأسبان	
ai,1,للمتعلمين	
ai,5,ديوان	
ai,2,الفيلسوفين	
ai,5,منخرطين	
ai,3,والتربويين	
ai,3,الأخصائيين	
ai,4,والمدرسين	
ai,4,والمتخصصين	
ai,2,الزيبان	
ai,10,المسنين	
ai,10,المقيمين	
ai,10,ووهران	
ai,10,والمسنيين	
ai,9,للمسنين	
ai,4,المكان	
ai,6,اللاعبين	
ai,6,لاعبين	
ai,6,مجموعتين	
ai,2,صعبين	
ai,8,الموهوبين	
ai,7,والمستكشفين	
ai,1,الفصلين	
ai,4,موزعين	
ai,10,الظاهرتين	
ai,5,تاريخيتين	
ai,5,ظاهرتين	
ai,5,العاديين	
ai,8,التربويين	
ai,8,للمرشدين	
ai,8,المرشدين	
ai,8,محكمين	
ai,8,مجالين	
ai,8,قسمين	
ai,9,عشرين	
ai,5,الصوتين	
ai,2,المصابين	
ai,4,بوهران	
ai,4,وأعوان	
ai,3,تبيين	
ai,7,الممرضين	
ai,7,للمرضين	
ai,7,والمصنعين	
ai,11,المتغيرين	
ai,4,الاثنين	
ai,4,مضيفين	
ai,5,مقياسين	
ai,5,الحاملين	
ai,6,مان	
ai,8,للمعاقين	
ai,5,المنتجين	
ai,4,الأقران	
ai,5,المستشارين	
ai,10,بمؤلفين	
ai,10,والبلدان	
ai,10,ومساهمين	
ai,10,مقدمين	
ai,3,وقوانين	
ai,7,المتضررين	
ai,5,الخريجين	
ai,5,معتمدين	
ai,5,مؤهلين	
ai,5,التلقين	
ai,4,التكوين	
ai,7,والمتعلمين	
ai,7,بالتكوين	
ai,5,تطوان	
ai,3,والمشرعين	
ai,8,قوتين	
ai,3,المتخصصين	
ai,15,الإلكترونيين	
ai,3,والعاملين	
ai,3,الرئيسيين	
ai,1,الوهرانيين	
ai,5,المثقفين	
ai,7,الأمويين	
ai,7,خمسين	
ai,7,المعادين	
ai,9,والموردين	
ai,9,المصنعين	
ai,8,والمشرفين	
ai,8,المتداخلين	
ai,4,الرهبان	
ai,2,والكيان	
ai,4,وتبين	
ai,4,الأركان	
ai,4,والأركان	
ai,2,المحدِّثين	
ai,5,المكلفين	
ai,6,والمستثمرين	
ai,6,المشترين	
ai,6,بالتأمين	
ai,6,بتأمين	
ai,4,المتعاقدين	
ai,3,العقاريين	
ai,3,والمحتاجين	
ai,3,المفهومين	
ai,7,الفلاحيين	
ai,7,سربان	
ai,10,النظريتين	
ai,10,تدوين	
ai,10,والبراهين	
ai,10,نظريتين	
ai,2,للدارسين	
ai,2,المفتين	
ai,2,الدارسين	
ai,5,يدعيان	
ai,5,صوتين	
ai,5,والجغرافيين	
ai,6,وجغرافيين	
ai,6,مؤرخين	
ai,4,مباشرين	
ai,2,بتلمسان	
ai,2,ياسين	
ai,3,البرهان	
ai,2,الراشدين	
ai,4,لتبيان	
ai,4,رئيسيين	
ai,4,منظورين	
ai,3,والمبتكرين	
ai,3,للمخترعين	
ai,2,ببيان	
ai,3,الأولين	
ai,3,البالغين	
ai,2,الأصوليين	
ai,2,والمفسرين	
ai,2,معان	
ai,2,لمعان	
ai,8,الجغرافيين	
ai,4,السلفيين	
ai,4,متباينين	
ai,4,تيارين	
ai,2,ورائدين	
ai,2,كمبتكرين	
ai,8,التعليميين	
ai,8,وإداريين	
ai,8,ومعلمين	
ai,2,بالمكلفين	
ai,4,المفسرين	
ai,4,وأحيان	
ai,4,أحيان	
ai,5,والمسافرين	
ai,2,للمريدين	
ai,6,والمتصوفين	
ai,6,للسالكين	
ai,4,والمهتدين	
ai,4,السالكين	
ai,5,المشرعين	
ai,7,الفريقين	
ai,7,أندلسيين	
ai,5,أساسيين	
ai,5,عنصرين	
ai,2,ومكان	
ai,4,بالإمكان	
ai,5,القديسين	
ai,4,المتخزنين	
ai,4,والمحققين	
ai,3,الصين	
ai,3,أمان	
ai,5,الإطارين	
ai,2,مكان	
ai,1,لتمكين	
ai,3,الصالحين	
ai,7,بومدين	
ai,4,والإداريين	
ai,6,الأعيان	
ai,8,والبرتغاليين	
ai,8,والإسبان	
ai,8,الزبانيين	
ai,5,العيان	
ai,7,أداتين	
ai,3,اعبماين	
ai,4,للمقاتلين	
ai,2,المتأخرين	
ai,2,النسرين	
ai,6,بالسلطتين	
ai,2,حسين	
ai,11,الرياضيين	
ai,2,الصبيان	
ai,14,ادلتأخرين	
ai,14,وادلتأخرين	
ai,14,عثمان	
ai,14,والصبيان	
ai,14,الوىراين	
ai,14,وىران	
ai,6,المجالين	
ai,15,العلمين	
ai,15,صنفين	
ai,11,يزودان	
ai,11,متكاملين	
ai,11,الفرعين	
ai,5,تضمين	
ai,7,خلكان	
ai,3,وران	
ai,2,المنافسين	
ai,3,قريبين	
ai,2,والمستشرقين	
ai,3,السنّان	
ai,6,السنان	
ai,3,يتباريان	
ai,1,فصلين	
ai,8,للمزارعين	
ai,8,المستفيدين	
ai,8,والمزارعين	
ai,4,والقائمين	
ai,4,المزارعين	
ai,4,الحسين	
ai,2,بأمان	
ai,2,البنكيين	
ai,12,المتزوجين	
ai,12,ومتفاوتين	
ai,12,مستخدمين	
ai,4,الصحراويين	
ai,4,مشيرين	
ai,5,عناوين	
ai,5,الحقيقيين	
ai,6,للمسؤولين	
ai,6,تثمين	
ai,1,العناوين	
ai,8,حقيقيين	
ai,8,مؤلفين	
ai,9,مرددين	
ai,9,الروايتين	
ai,2,وقادرين	
ai,3,للجان	
ai,3,بألوان	
ai,7,الألوان	
ai,3,بالألوان	
ai,3,ميادين	
ai,4,المذكورين	
ai,6,مفكرين	
ai,6,ودوليين	
ai,4,دين	
ai,6,دفين	
ai,5,والمتأخرين	
ai,5,المتقدمين	
ai,8,والمعاصرين	
ai,6,الوجدان	
ai,6,المجيبين	
ai,6,المقاولين	
ai,3,الفاشلين	
ai,3,مدعين	
ai,3,للزيانيين	
ai,2,محفوظتان	
ai,2,نسختين	
ai,3,الميزان	
ai,3,المصرفيين	
ai,9,الراغبين	
ai,9,التحسين	
ai,9,تُبين	
ai,9,الأكاديميين	
ai,3,وإيمان	
ai,3,الإيمان	
ai,2,مستعين	
ai,11,المجموعتين	
ai,3,الثقافتين	
ai,5,الناشرين	
ai,5,البردين	
ai,1,البريديين	
ai,8,المجتمعين	
ai,8,مختلفين	
ai,8,مجتمعين	
ai,9,والمديرين	
ai,2,سعدان	
ai,2,القسمين	
ai,5,والدوليين	
ai,2,المتعلّمين	
ai,12,الخارجيين	
ai,12,والمراجعين	
ai,12,الممارسين	
ai,6,والممرِّضين	
ai,3,السؤالين	
ai,3,محورين	
ai,6,المؤلفان	
ai,6,العملين	
ai,3,كردفان	
ai,2,الحسبان	
ai,3,الإداريين	
ai,4,الهجين	
ai,1,السوريين	
ai,4,العاطلين	
ai,3,الساخرين	
ai,3,الروائيين	
ai,3,يسهمان	
ai,3,يسدان	
ai,3,يمثلان	
ai,3,كاشفين	
ai,2,نوعين	
ai,4,والمسيحيين	
ai,5,لأمين	
ai,3,متباين	
ai,2,العرفان	
ai,6,الديانتين	
ai,3,الوافدين	
ai,8,والمشردين	
ai,8,جانبان	
ai,8,لموباسان	
ai,8,الشيطان	
ai,8,محددتين	
ai,8,قصتين	
ai,8,موباسان	
ai,7,الأقصوصتين	
ai,7,للكاتبين	
ai,11,القصتين	
ai,11,الأدبين	
ai,10,ثقافتين	
ai,2,اللسان	
ai,1,الإمكان	
ai,4,المنظورين	
ai,3,المربين	
ai,5,مختصين	
ai,4,زيان	
ai,2,نورالدين	
ai,2,دحمان	
ai,1,الصوفيين	
ai,3,المُطلعين	
ai,5,المبحوثين	
ai,4,السوقين	
ai,4,المرحلتين	
ai,16,متين	
ai,4,المستشرقين	
ai,5,لجان	
ai,1,الحديثين	
ai,5,أساسيتين	
ai,2,هيرشمان	
ai,2,الأساسيين	
ai,2,الركنين	
ai,3,والمحدثين	
ai,3,التجاريين	
ai,2,رومان	
ai,2,المصلين	
ai,3,والميزان	
ai,1,العربيين	
ai,1,اللغتين	
ai,1,فان	
ai,1,البين	
ai,5,تستعين	
ai,5,والزمان	
ai,5,عالمين	
ai,1,يلعبان	
ai,12,ومشرعين	
ai,12,وباحثين	
ai,12,إداريين	
ai,3,لمفكرين	
ai,4,الدفين	
ai,6,للمديرين	
ai,6,متماثلان	
ai,4,يعتمدان	
ai,6,مبين	
ai,4,الوظيفتين	
ai,5,والعنوان	
ai,5,التضمين	
ai,5,الياسمين	
ai,8,للعنوان	
ai,3,ومسؤولين	
ai,1,بالمكان	
ai,4,العنان	
ai,4,الفقدان	
ai,4,كيان	
ai,4,الهجران	
ai,5,الماليين	
ai,2,اليونان	
ai,4,متضمنين	
ai,4,اليونانيين	
ai,2,ثان	
ai,3,يوفران	
ai,2,معروفين	
ai,2,والبيان	
ai,6,زمان	
ai,5,المترددين	
ai,3,تحديين	
ai,6,تمارين	
ai,4,البنكين	
ai,2,ضابطين	
ai,5,بنكيتين	
ai,1,وتوطين	
ai,2,معيارين	
ai,4,والناطقين	
ai,4,الناطقين	
ai,5,للناطقين	
ai,2,للدّين	
ai,3,المدروسين	
ai,4,الماضيين	
ai,4,العقدين	
ai,1,خاصين	
ai,5,يقدمان	
ai,3,الفلسفتين	
ai,3,بالإيمان	
ai,1,المطلعين	
ai,3,البنيان	
ai,3,أدران	
ai,3,الحداثيين	
ai,4,المدرستين	
ai,5,منتقين	
ai,1,واحتضان	
ai,3,يكفيان	
ai,4,معلمين	
ai,6,قادرين	
ai,11,الصاعدين	
ai,11,للاعبين	
ai,11,التمارين	
ai,2,والإنسان	
ai,2,والمضامين	
ai,6,والمحاسبين	
ai,3,الدقيقين	
ai,5,فين	
ai,2,للأوزان	
ai,1,ووجدان	
ai,7,الأدبيين	
ai,7,بهذين	
ai,7,مترابطين	
ai,7,أدبيين	
ai,7,جنسين	
ai,8,والمستخدمين	
ai,6,النوعين	
ai,2,عُين	
ai,2,بريملان	
ai,4,البلاغيين	
ai,3,الشريان	
ai,6,الناحيتين	
ai,4,متميزين	
ai,6,يعتبران	
ai,9,المنظرين	
ai,9,القِرَان	
ai,8,النظاميين	
ai,8,الأثرين	
ai,8,السياستين	
ai,9,لهاتين	
ai,9,بميزان	
ai,9,للسياستين	
ai,2,للسان	
ai,6,مكونين	
ai,5,يتعلقان	
ai,3,المحوران	
ai,13,يعدان	
ai,13,اللذين	
ai,13,يهدفان	
ai,13,مفهومين	
ai,4,محاولين	
ai,7,باختين	
ai,7,تزفطان	
ai,7,نقديين	
ai,7,خطين	
ai,8,وتزفطان	
ai,8,النقديين	
ai,8,الخطين	
ai,5,يتباين	
ai,2,للفرسان	
ai,5,اثنين	
ai,4,والممرضين	
ai,1,اليسوعيين	
ai,3,لليسوعيين	
ai,4,والمرسلين	
ai,2,المدافعين	
ai,3,الامتحان	
ai,3,متخصصين	
ai,3,أكاديميين	
ai,3,مرشدين	
ai,1,المترجمين	
ai,1,إتقان	
ai,4,الغربيين	
ai,1,والغربيين	
ai,1,نكران	
ai,1,ويبين	
ai,3,الرهان	
ai,3,المؤهلين	
ai,1,مجهزين	
ai,2,السابقين	
ai,3,الحرمان	
ai,4,القطاعين	
ai,3,والأصوليين	
ai,3,اللغويين	
ai,3,واثقين	
ai,3,متعلمين	
ai,7,يساهمان	
ai,7,يسلطان	
ai,2,للمتحدثين	
ai,4,للمسوقين	
ai,2,والفنانين	
ai,3,جامعيين	
ai,7,الشفتين	
ai,7,المحدثين	
ai,7,والشفتين	
ai,9,حسان	
ai,2,يعملان	
ai,4,البالغيين	
ai,2,التمرين	
ai,2,والتمرين	
ai,3,مبحثين	
ai,10,التمكين	
ai,3,المقارنين	
ai,2,بيرلمان	
ai,6,الأذهان	
ai,8,بالتمكين	
ai,3,وميزان	
ai,7,ائتمان	
ai,7,وتخزين	
ai,5,بالمالكين	
ai,8,للمصدرين	
ai,4,أجمعين	
ai,4,والآخرين	
ai,3,المدرسين	
ai,9,وأين	
ai,6,بالمضامين	
ai,6,اتجاهين	
ai,1,السين	
ai,3,والسين	
ai,3,لكونان	
ai,3,كونان	
ai,4,للتباين	
ai,2,بإتقان	
ai,4,والبرهان	
ai,2,توين	
ai,1,للبراهين	
ai,3,للضمان	
ai,3,للائتمان	
ai,3,الكتابين	
ai,2,الطريقتين	
ai,4,المساهمين	
ai,3,المحورين	
ai,3,للمكان	
ai,1,الحزين	
ai,3,والتكوين	
ai,5,مستهلكين	
ai,5,مكتشفين	
ai,5,للمراهقين	
ai,9,الضمان	
ai,9,صورتين	
ai,9,كضمان	
ai,9,الائتمان	
ai,2,التقليديين	
ai,4,الوجدانيين	
ai,6,تقليديين	
ai,6,والوجدان	
ai,8,والوجدانيين	
ai,8,وجدان	
ai,12,الصورتين	
ai,19,رئيسيتان	
ai,19,صورتان	
ai,19,الدائنين	
ai,19,للدائنين	
ai,1,مهمين	
ai,1,واللغويين	
ai,3,للمتهمين	
ai,3,المتهمين	
ai,2,لعثمان	
ai,8,عمران	
ai,8,نعين	
ai,8,إمعان	
ai,8,يعين	
ai,5,يُبين	
ai,6,معاين	
ai,6,اليوناين	
ai,6,النقديْين	
ai,6,الرتاثْين	
ai,6,املعاين	
ai,2,رولان	
ai,9,وحدتين	
ai,9,ضابطتين	
ai,9,ومجموعتين	
ai,9,تجريبيتين	
ai,5,وضابطتين	
ai,5,المنهجان	
ai,5,هذان	
ai,5,للمتلقين	
ai,5,العالمان	
ai,5,تحظيان	
ai,1,دواوين	
ai,2,معاصرين	
ai,2,وتمكين	
ai,4,والرهان	
ai,4,رهان	
ai,14,لمورين	
ai,3,حطين	
ai,3,تتباين	
ai,2,بمكان	
ai,3,يشتركان	
ai,8,مرتبطان	
ai,9,مؤكدين	
ai,9,علمين	
ai,3,كمدافعين	
ai,2,سباقين	
ai,2,مترجمين	
ai,2,فرعيين	
ai,2,نظامين	
ai,6,القرويين	
ai,1,والألوان	
ai,2,تلقين	
ai,5,للألوان	
ai,5,تزيين	
ai,1,لألوان	
ai,2,المرتكبين	
ai,3,المتفوقين	
ai,2,المجرمين	
ai,2,والمحبوسين	
ai,3,برملان	
ai,3,لبيرلمان	
ai,4,برلمان	
ai,3,حدين	
ai,5,محترفين	
ai,6,الأسلوبيين	
ai,7,المتمثلتين	
ai,7,يُعتبران	
ai,4,للمتحابين	
ai,4,والدكاكين	
ai,3,للمستعمرين	
ai,4,والمستعمرين	
ai,4,والمدربين	
ai,3,المتحدثين	
ai,1,لفساتين	
ai,2,والغيلان	
ai,1,للتكوين	
ai,3,أوغستان	
ai,3,الحضارتين	
ai,10,متجاوران	
ai,10,صامتان	
ai,10,المتماثلين	
ai,10,المثلين	
ai,10,موضعين	
ai,2,النصين	
ai,4,القادران	
ai,4,تيمين	
ai,2,قبيلتين	
ai,3,وتزيين	
ai,6,للمثقفين	
ai,2,المخاطبين	
ai,2,المتكلمين	
ai,4,بميدان	
ai,7,والمنتجين	
ai,2,تعين	
ai,3,معرفيين	
ai,3,المؤمنين	
ai,3,وسليمان	
ai,5,والمخاطبين	
ai,5,المعرضين	
ai,3,والهوان	
ai,2,تلين	
ai,1,المسجلين	
ai,1,للتلوين	
ai,2,التلوين	
ai,1,ككيان	
ai,3,تيمولين	
ai,4,والأديان	
ai,4,ومفكرين	
ai,6,بالسكان	
ai,6,القبليين	
ai,4,الونان	
ai,9,التخصصين	
ai,5,الكاتبين	
ai,3,يسمحان	
ai,3,القانونين	
ai,4,والإيمان	
ai,3,التشريعين	
ai,3,المنهجين	
ai,6,والطواعين	
ai,2,برهان	
ai,6,والأعيان	
ai,6,للقرنين	
ai,6,والأمين	
ai,6,عباسيين	
ai,3,متجاهلين	
ai,1,النيجيريين	
ai,3,الإحسان	
ai,2,الموريتانيين	
ai,6,عظيمين	
ai,2,بروكلمان	
ai,3,لمستشرقين	
ai,6,بعناوين	
ai,5,لعناوين	
ai,5,الشخصيتان	
ai,3,ألوان	
ai,4,مهتمين	
ai,6,التواتيين	
ai,4,يستعين	
ai,4,المتبعين	
ai,4,إيران	
ai,4,همدان	
ai,7,الأديبين	
ai,7,شعلان	
ai,3,مخطوطتين	
ai,4,الريحان	
ai,3,الرضوان	
ai,7,يشيران	
ai,5,بِحمان	
ai,5,وديوان	
ai,5,بحمان	
ai,4,كرياضيين	
ai,4,وسبعين	
ai,4,لاثنين	
ai,8,لسبعين	
ai,8,الأستاذين	
ai,3,للمساهمين	
ai,6,الشاعرين	
ai,5,مورٌتان	
ai,5,اإلنسان	
ai,5,جقدان	
ai,6,والدينيين	
ai,6,والساسيين	
ai,4,ومضامين	
ai,8,الفكرين	
ai,10,كلاعبين	
ai,3,والصليبيين	
ai,7,الآسيويين	
ai,7,سلطان	
ai,2,الكروان	
ai,7,للفنانين	
ai,7,الفنانين	
ai,7,الفنان	
ai,3,للمعجميين	
ai,3,المعجميين	
ai,4,المُعجَمِيين	
ai,2,الفرقان	
