label,word_count,tfidf_sample
ai,60,"{27: 2.0261, 155: 3.8273, 159: 1.729, 215: 0.3028, 231: 4.6085}"
ai,60,"{155: 3.8273, 215: 0.3028, 306: 1.5586, 638: 4.6476, 987: 3.2935}"
ai,98,"{15: 1.2162, 215: 0.4542, 427: 4.6352, 588: 5.0988, 628: 5.9255}"
ai,114,"{15: 1.2162, 27: 2.0261, 31: 3.0194, 155: 7.6546, 167: 4.0675}"
ai,82,"{115: 3.0803, 155: 3.8273, 215: 0.1514, 301: 3.5904, 306: 1.5586}"
ai,74,"{27: 2.0261, 155: 7.6546, 159: 0.8645, 215: 0.3028, 507: 3.4369}"
ai,56,"{155: 3.8273, 215: 0.1514, 306: 1.5586, 360: 3.2343, 442: 4.6526}"
ai,170,"{64: 2.5844, 93: 5.0911, 128: 4.5872, 159: 0.8645, 215: 0.4542}"
ai,121,"{15: 1.2162, 111: 17.3295, 155: 3.8273, 159: 0.8645, 215: 0.4542}"
ai,95,"{40: 3.5083, 111: 17.3295, 215: 0.1514, 306: 3.1171, 435: 2.8746}"
ai,86,"{27: 2.0261, 95: 4.6526, 111: 11.553, 215: 0.1514, 467: 5.7095}"
ai,67,"{15: 1.2162, 31: 3.0194, 111: 5.7765, 215: 0.1514, 306: 1.5586}"
ai,118,"{8: 4.8914, 12: 4.1146, 31: 3.0194, 126: 4.9402, 159: 0.8645}"
ai,125,"{27: 2.0261, 32: 5.2368, 159: 0.8645, 215: 0.6055, 364: 5.3813}"
ai,89,"{15: 1.2162, 32: 10.4737, 215: 0.1514, 306: 3.1171, 692: 4.6753}"
ai,64,"{32: 5.2368, 46: 5.9901, 51: 4.7579, 69: 3.0233, 159: 0.8645}"
ai,64,"{15: 1.2162, 32: 5.2368, 215: 0.1514, 442: 4.6526, 777: 3.3395}"
ai,123,"{64: 5.1689, 125: 4.7496, 126: 4.9402, 215: 0.4542, 340: 4.5664}"
ai,118,"{20: 5.4735, 27: 2.0261, 115: 3.0803, 159: 1.729, 187: 4.5281}"
ai,83,"{42: 5.5024, 159: 0.8645, 215: 0.3028, 306: 3.1171, 1006: 2.5819}"
ai,44,"{15: 1.2162, 27: 2.0261, 159: 0.8645, 215: 0.3028, 324: 2.8204}"
ai,92,"{15: 1.2162, 20: 5.4735, 42: 5.5024, 159: 1.729, 215: 0.6055}"
ai,101,"{27: 2.0261, 40: 3.5083, 157: 3.4428, 159: 0.8645, 215: 0.1514}"
ai,114,"{12: 4.1146, 27: 2.0261, 159: 0.8645, 167: 4.0675, 198: 5.4129}"
ai,74,"{215: 0.7569, 306: 1.5586, 869: 2.7602, 1049: 3.6061, 1061: 4.9845}"
ai,39,"{27: 2.0261, 115: 3.0803, 215: 0.1514, 301: 3.5904, 306: 1.5586}"
ai,74,"{15: 1.2162, 215: 0.3028, 306: 1.5586, 725: 3.7194, 987: 3.2935}"
ai,116,"{27: 2.0261, 116: 3.2477, 159: 2.5935, 172: 3.3136, 215: 0.3028}"
ai,95,"{27: 2.0261, 159: 1.729, 215: 0.6055, 306: 1.5586, 417: 2.2449}"
ai,59,"{15: 1.2162, 27: 2.0261, 69: 3.0233, 159: 0.8645, 215: 0.4542}"
ai,63,"{117: 4.8239, 159: 0.8645, 215: 0.4542, 306: 1.5586, 987: 3.2935}"
ai,48,"{331: 3.0902, 900: 3.3984, 1352: 6.4851, 1852: 4.7551, 2226: 0.4008}"
ai,116,"{15: 1.2162, 126: 4.9402, 159: 0.8645, 215: 0.4542, 427: 4.6352}"
ai,95,"{159: 0.8645, 215: 0.4542, 360: 3.2343, 435: 2.8746, 449: 4.2488}"
ai,53,"{215: 0.3028, 412: 2.6464, 1011: 5.0949, 1394: 4.3999, 1416: 4.9469}"
ai,119,"{116: 3.2477, 183: 8.823, 196: 4.8005, 215: 0.3028, 291: 4.0041}"
ai,44,"{215: 0.1514, 306: 1.5586, 749: 4.9107, 987: 3.2935, 1009: 0.2172}"
ai,181,"{15: 2.4325, 62: 6.1897, 159: 0.8645, 215: 0.7569, 302: 5.0272}"
ai,118,"{131: 6.4696, 167: 4.0675, 215: 0.6055, 301: 3.5904, 306: 1.5586}"
ai,100,"{159: 0.8645, 215: 0.3028, 360: 3.2343, 869: 2.7602, 1006: 12.9095}"
ai,58,"{159: 0.8645, 215: 0.3028, 331: 3.0902, 412: 2.6464, 777: 3.3395}"
ai,67,"{15: 1.2162, 215: 0.3028, 749: 4.9107, 987: 3.2935, 1009: 0.2172}"
ai,149,"{5: 4.5943, 8: 4.8914, 137: 4.2015, 159: 0.8645, 167: 4.0675}"
ai,130,"{15: 1.2162, 36: 2.8814, 155: 3.8273, 167: 4.0675, 208: 5.8077}"
ai,68,"{77: 4.7414, 115: 3.0803, 297: 3.1007, 306: 1.5586, 375: 5.8818}"
ai,73,"{159: 1.729, 215: 0.3028, 301: 3.5904, 412: 2.6464, 650: 5.3407}"
ai,69,"{159: 0.8645, 215: 0.4542, 306: 3.1171, 331: 3.0902, 412: 2.6464}"
ai,93,"{0: 5.7998, 27: 2.0261, 215: 0.4542, 320: 5.7168, 331: 3.0902}"
ai,122,"{15: 1.2162, 115: 3.0803, 159: 2.5935, 215: 0.7569, 770: 5.3017}"
ai,100,"{215: 0.4542, 306: 3.1171, 329: 5.2595, 435: 2.8746, 507: 3.4369}"
ai,47,"{15: 1.2162, 27: 2.0261, 215: 0.1514, 397: 6.9304, 546: 2.5466}"
ai,52,"{15: 1.2162, 159: 0.8645, 215: 0.3028, 427: 4.6352, 442: 4.6526}"
ai,110,"{128: 4.5872, 134: 4.7091, 156: 4.8664, 159: 0.8645, 215: 0.3028}"
ai,124,"{14: 4.8914, 27: 4.0522, 32: 5.2368, 137: 8.403, 159: 3.458}"
ai,103,"{15: 2.4325, 31: 3.0194, 135: 5.7168, 137: 16.8059, 500: 4.0942}"
ai,41,"{27: 2.0261, 69: 3.0233, 115: 3.0803, 137: 4.2015, 159: 0.8645}"
ai,57,"{15: 1.2162, 116: 3.2477, 137: 4.2015, 215: 0.1514, 360: 3.2343}"
ai,85,"{79: 6.0289, 215: 0.3028, 306: 3.1171, 320: 17.1503, 435: 2.8746}"
ai,115,"{15: 1.2162, 24: 4.8005, 27: 2.0261, 80: 4.901, 159: 0.8645}"
ai,82,"{82: 6.2873, 155: 7.6546, 159: 0.8645, 215: 0.1514, 360: 3.2343}"
ai,38,"{155: 3.8273, 215: 0.1514, 412: 2.6464, 777: 3.3395, 1101: 5.2922}"
ai,46,"{155: 3.8273, 306: 1.5586, 331: 3.0902, 423: 4.4765, 582: 5.44}"
ai,106,"{159: 0.8645, 215: 0.3028, 317: 4.9638, 417: 2.2449, 574: 3.6025}"
ai,125,"{15: 1.2162, 215: 0.6055, 306: 1.5586, 412: 2.6464, 480: 4.8978}"
ai,79,"{159: 0.8645, 215: 0.1514, 505: 4.7305, 830: 5.2827, 864: 3.0001}"
ai,57,"{27: 2.0261, 215: 0.4542, 515: 4.9741, 1009: 0.2172, 1011: 5.0949}"
ai,62,"{15: 1.2162, 215: 0.6055, 331: 3.0902, 983: 4.8757, 987: 3.2935}"
ai,175,"{113: 4.6601, 155: 3.8273, 159: 1.729, 194: 4.9172, 215: 0.6055}"
ai,122,"{15: 1.2162, 27: 2.0261, 135: 5.7168, 215: 0.6055, 240: 4.6601}"
ai,102,"{91: 4.4496, 155: 11.4818, 192: 5.4345, 215: 0.4542, 306: 1.5586}"
ai,41,"{27: 2.0261, 159: 0.8645, 215: 0.1514, 240: 4.6601, 510: 3.5059}"
ai,69,"{215: 0.1514, 306: 1.5586, 832: 5.5564, 987: 3.2935, 1009: 0.2172}"
ai,111,"{215: 0.3028, 286: 5.3507, 368: 4.2143, 435: 2.8746, 598: 5.1306}"
ai,121,"{15: 1.2162, 27: 2.0261, 64: 2.5844, 159: 2.5935, 212: 5.2922}"
ai,91,"{159: 1.729, 187: 4.5281, 215: 0.6055, 251: 14.2242, 306: 1.5586}"
ai,61,"{91: 4.4496, 159: 0.8645, 215: 0.1514, 251: 14.2242, 331: 3.0902}"
ai,51,"{215: 0.1514, 251: 9.4828, 306: 1.5586, 725: 3.7194, 987: 3.2935}"
ai,123,"{128: 4.5872, 132: 4.7691, 215: 0.4542, 286: 5.3507, 405: 4.2079}"
ai,131,"{15: 1.2162, 52: 4.8788, 137: 4.2015, 159: 0.8645, 215: 0.3028}"
ai,105,"{5: 4.5943, 215: 0.3028, 306: 1.5586, 546: 2.5466, 815: 5.3017}"
ai,66,"{27: 2.0261, 110: 5.397, 159: 0.8645, 204: 5.0345, 215: 0.3028}"
ai,72,"{15: 2.4325, 215: 0.4542, 261: 4.2454, 324: 2.8204, 442: 4.6526}"
ai,115,"{15: 1.2162, 27: 2.0261, 33: 5.6673, 159: 0.8645, 215: 0.3028}"
ai,118,"{69: 3.0233, 115: 3.0803, 159: 0.8645, 215: 1.0597, 306: 1.5586}"
ai,92,"{69: 3.0233, 159: 0.8645, 215: 0.4542, 412: 2.6464, 742: 6.0388}"
ai,63,"{27: 2.0261, 41: 4.7441, 69: 3.0233, 215: 0.4542, 259: 6.8598}"
ai,66,"{69: 3.0233, 215: 0.3028, 306: 1.5586, 485: 3.6061, 518: 3.4384}"
ai,128,"{15: 1.2162, 36: 2.8814, 69: 3.0233, 105: 5.0605, 115: 3.0803}"
ai,114,"{215: 0.6055, 360: 3.2343, 449: 4.2488, 491: 11.0047, 546: 2.5466}"
ai,48,"{215: 0.3028, 491: 5.5024, 817: 5.3667, 1009: 0.2172, 1740: 1.3468}"
ai,63,"{15: 1.2162, 159: 0.8645, 215: 0.3028, 231: 4.6085, 306: 1.5586}"
ai,47,"{15: 1.2162, 286: 5.3507, 500: 2.0471, 641: 3.6483, 820: 5.2549}"
ai,123,"{15: 2.4325, 27: 2.0261, 159: 0.8645, 191: 3.38, 215: 0.4542}"
ai,91,"{159: 0.8645, 215: 0.3028, 306: 1.5586, 424: 4.2031, 629: 10.4381}"
ai,68,"{27: 2.0261, 215: 0.1514, 690: 5.1592, 1009: 0.6516, 1014: 6.0388}"
ai,51,"{15: 1.2162, 215: 0.4542, 444: 3.8871, 629: 5.2191, 749: 4.9107}"
ai,82,"{15: 1.2162, 62: 6.1897, 143: 5.5503, 215: 0.1514, 302: 5.0272}"
ai,127,"{4: 5.1428, 15: 1.2162, 27: 2.0261, 69: 3.0233, 159: 0.8645}"
ai,95,"{88: 5.6136, 215: 0.3028, 306: 1.5586, 574: 1.8013, 641: 3.6483}"
ai,57,"{27: 2.0261, 159: 1.729, 215: 0.3028, 812: 5.5933, 1009: 0.2172}"
ai,72,"{15: 1.2162, 215: 0.1514, 360: 3.2343, 546: 2.5466, 738: 9.6479}"
ai,141,"{99: 5.0057, 102: 6.7122, 158: 4.4294, 215: 0.1514, 345: 5.4237}"
ai,119,"{15: 1.2162, 182: 5.9806, 215: 0.6055, 306: 1.5586, 388: 5.0128}"
ai,92,"{215: 0.4542, 300: 5.0456, 306: 1.5586, 491: 5.5024, 525: 2.9081}"
ai,64,"{27: 2.0261, 159: 0.8645, 182: 5.9806, 215: 0.3028, 557: 3.9569}"
ai,82,"{15: 1.2162, 142: 6.0591, 215: 0.4542, 306: 1.5586, 324: 5.6407}"
ai,110,"{102: 6.7122, 159: 0.8645, 181: 3.7585, 215: 0.7569, 443: 5.2147}"
ai,118,"{43: 5.1028, 159: 0.8645, 163: 4.9369, 198: 5.4129, 215: 0.6055}"
ai,96,"{49: 6.1222, 159: 1.729, 215: 0.3028, 272: 5.6604, 449: 4.2488}"
ai,39,"{15: 1.2162, 27: 2.0261, 306: 1.5586, 546: 2.5466, 610: 5.321}"
ai,61,"{16: 5.371, 215: 0.3028, 306: 3.1171, 360: 3.2343, 509: 4.9604}"
ai,50,"{183: 2.941, 215: 0.1514, 277: 4.7663, 295: 2.6427, 769: 5.6536}"
ai,113,"{12: 4.1146, 27: 2.0261, 32: 10.4737, 80: 4.901, 148: 4.9402}"
ai,84,"{32: 5.2368, 215: 0.4542, 834: 6.0489, 869: 2.7602, 1006: 5.1638}"
ai,68,"{27: 2.0261, 32: 5.2368, 159: 0.8645, 215: 0.4542, 686: 5.9345}"
ai,74,"{32: 5.2368, 155: 3.8273, 215: 0.3028, 306: 1.5586, 987: 6.587}"
ai,46,"{15: 1.2162, 25: 4.5041, 159: 0.8645, 215: 0.3028, 314: 4.6908}"
ai,116,"{15: 1.2162, 27: 2.0261, 51: 9.5158, 127: 5.9345, 155: 7.6546}"
ai,95,"{155: 7.6546, 159: 0.8645, 215: 0.3028, 235: 5.5751, 261: 8.4908}"
ai,58,"{27: 2.0261, 51: 4.7579, 115: 3.0803, 159: 0.8645, 215: 0.1514}"
ai,47,"{51: 4.7579, 155: 11.4818, 215: 0.1514, 261: 4.2454, 306: 1.5586}"
ai,117,"{15: 2.4325, 115: 3.0803, 215: 0.1514, 640: 4.4537, 713: 7.2428}"
ai,89,"{215: 0.1514, 546: 2.5466, 817: 2.6833, 869: 2.7602, 987: 3.2935}"
ai,65,"{215: 0.3028, 275: 4.9336, 324: 2.8204, 436: 2.2393, 520: 3.9733}"
ai,83,"{15: 1.2162, 215: 0.1514, 442: 4.6526, 500: 2.0471, 725: 3.7194}"
ai,123,"{15: 1.2162, 159: 0.8645, 215: 0.7569, 266: 6.4696, 301: 3.5904}"
ai,84,"{32: 10.4737, 159: 0.8645, 215: 0.3028, 427: 4.6352, 435: 2.8746}"
ai,58,"{27: 2.0261, 115: 3.0803, 224: 6.7522, 1009: 0.2172, 1123: 3.002}"
ai,60,"{15: 1.2162, 131: 6.4696, 215: 0.3028, 331: 3.0902, 412: 2.6464}"
ai,118,"{15: 1.2162, 183: 2.941, 215: 0.3028, 458: 3.4332, 682: 3.0803}"
ai,87,"{159: 0.8645, 215: 0.4542, 306: 1.5586, 424: 4.2031, 507: 6.8738}"
ai,67,"{27: 2.0261, 69: 3.0233, 115: 3.0803, 159: 2.5935, 215: 0.6055}"
ai,69,"{159: 0.8645, 215: 0.6055, 425: 4.4558, 507: 6.8738, 1009: 0.4344}"
ai,51,"{295: 2.6427, 595: 5.0949, 1130: 7.1475, 1153: 6.4696, 1284: 4.8034}"
ai,121,"{5: 9.1886, 15: 1.2162, 24: 4.8005, 86: 4.9604, 115: 3.0803}"
