label,verb_count,verb_sample	
ai,18,يكشف	
ai,18,تلت	
ai,52,تركت	
ai,52,القوة	
ai,52,عرفتها	
ai,52,يُستعرض	
ai,25,قادت	
ai,25,نتج	
ai,25,سيطرتهم	
ai,25,وتراجع	
ai,25,تفاقم	
ai,38,أمنه	
ai,38,تجسد	
ai,38,ليست	
ai,38,وسياسي	
ai,38,توازن	
ai,38,خلق	
ai,38,تُظهر	
ai,38,عثرة	
ai,38,حجر	
ai,38,أرضية	
ai,38,وفد	
ai,38,بادر	
ai,38,وتسلط	
ai,38,تمثل	
ai,38,سنة	
ai,14,تأثرت	
ai,11,تكاثر	
ai,11,زاد	
ai,13,وتزايد	
ai,20,وتطورها	
ai,20,وسيلة	
ai,20,أصبح	
ai,20,وهران	
ai,24,نظرًا	
ai,24,يضم	
ai,24,استبياناً	
ai,24,يشمل	
ai,24,وقسمت	
ai,9,الفقه	
ai,9,لفهمها	
ai,9,تنوع	
ai,25,سائدة	
ai,25,اتفق	
ai,25,اختلفت	
ai,25,استقر	
ai,25,تنوعت	
ai,25,تكوين	
ai,17,هويتهم	
ai,17,يعتبرون	
ai,17,يلاحظ	
ai,31,وأصدروا	
ai,31,دفعهم	
ai,31,أخرجوهم	
ai,31,صنفهم	
ai,31,اختلف	
ai,31,فقد	
ai,31,بسط	
ai,7,التمسك	
ai,7,امتحاناً	
ai,7,مثلت	
ai,16,يذكر	
ai,16,وأختها	
ai,16,فاطمة	
ai,16,سياسياً	
ai,16,تقبل	
ai,16,تمتلئ	
ai,16,وفي	
ai,16,تعيين	
ai,16,واستطاعت	
ai,16,وأصبحت	
ai,30,نساء	
ai,33,ورفعة	
ai,33,وافراً	
ai,33,قسطاً	
ai,33,لهنّ	
ai,33,وخصص	
ai,33,لهما	
ai,33,وابنة	
ai,33,كنزة	
ai,33,أمثلة	
ai,33,إليها	
ai,7,ترتكز	
ai,28,نموها	
ai,28,تستند	
ai,28,الأزمة	
ai,28,تفرضها	
ai,28,للحد	
ai,14,تواجهها	
ai,14,حلاً	
ai,14,لتبني	
ai,14,آثار	
ai,32,وشرح	
ai,32,وتستخدم	
ai,32,واحدة	
ai,32,وقضيتهم	
ai,32,ولغتهم	
ai,32,بروز	
ai,26,بث	
ai,26,فعال	
ai,24,وتوعية	
ai,24,ووحدة	
ai,24,أسفر	
ai,14,ودمج	
ai,14,نجاح	
ai,14,نهج	
ai,8,تصف	
ai,14,يوبا	
ai,14,ورد	
ai,14,سردها	
ai,14,وردت	
ai,19,ويسلط	
ai,19,وخصمه	
ai,19,يبحث	
ai,22,قوى	
ai,22,وتفاعلها	
ai,22,بتلك	
ai,22,خصمه	
ai,22,يروي	
ai,22,وثقها	
ai,22,شهدها	
ai,13,نظم	
ai,13,توات	
ai,29,لدعم	
ai,29,يسهم	
ai,29,تتشكل	
ai,29,تفاعلية	
ai,29,تفاعل	
ai,29,مرآة	
ai,29,يلعبه	
ai,3,حاضرة	
ai,3,نُظم	
ai,35,حاجة	
ai,35,تسهم	
ai,35,يلعبون	
ai,35,تعاونية	
ai,23,لتلبية	
ai,23,عادل	
ai,23,عاملًا	
ai,23,تُعتبر	
ai,23,أنظمة	
ai,13,فرص	
ai,13,ذوي	
ai,17,وساهم	
ai,17,وعرف	
ai,17,تأسس	
ai,17,تربية	
ai,17,تبسة	
ai,17,ونشاط	
ai,10,تؤكد	
ai,10,يعمل	
ai,32,ينظمها	
ai,32,ولعب	
ai,32,وتكوين	
ai,32,تمكنوا	
ai,32,لبحث	
ai,20,سعى	
ai,20,جسد	
ai,20,عرف	
ai,20,أنشطة	
ai,20,وتمكن	
ai,21,عزز	
ai,21,وتعاون	
ai,21,وكان	
ai,20,وكانت	
ai,20,دعمًا	
ai,20,كسبت	
ai,20,ثورة	
ai,20,أنها	
ai,20,يُنظر	
ai,20,وتجسدها	
ai,20,التزمت	
ai,20,فحص	
ai,20,نقلها	
ai,12,ظاهرة	
ai,12,تعيق	
ai,26,تدارك	
ai,26,تسارع	
ai,26,وعدم	
ai,26,تفشي	
ai,26,وتساهم	
ai,26,وتؤثر	
ai,26,وتثبط	
ai,26,تعرقل	
ai,26,يحمل	
ai,26,تقوم	
ai,26,تؤدي	
ai,26,وتشكل	
ai,25,وضع	
ai,25,قوة	
ai,25,تهدد	
ai,25,يعرض	
ai,25,إحدى	
ai,33,ظرف	
ai,33,لرأي	
ai,33,لتملكها	
ai,33,تسمية	
ai,33,وأطلق	
ai,33,عرفها	
ai,33,تجسدت	
ai,33,قيم	
ai,33,فاتورة	
ai,33,ونهج	
ai,33,حملتها	
ai,10,بابا	
ai,10,وأحمد	
ai,10,فقهية	
ai,15,قصد	
ai,15,بنا	
ai,15,محل	
ai,17,لتطور	
ai,17,ويقدمون	
ai,17,يدفع	
ai,17,يتركز	
ai,54,حياً	
ai,54,بأن	
ai,54,تعاطف	
ai,54,تكتسب	
ai,54,احتذته	
ai,54,دورها	
ai,54,وتبرز	
ai,54,تتعمق	
ai,54,قدرتها	
ai,54,رمزاً	
ai,54,أضحت	
ai,54,وأكبر	
ai,54,تستحق	
ai,54,وسط	
ai,54,اختبرت	
ai,54,إنها	
ai,8,لبعض	
ai,8,اختار	
ai,20,فَهْم	
ai,20,قوي	
ai,20,ترابط	
ai,20,تتبنى	
ai,25,واستقر	
ai,25,رأي	
ai,25,أسفرت	
ai,21,وفق	
ai,21,وينادي	
ai,21,ينتقد	
ai,21,يصبح	
ai,21,نصوص	
ai,20,لأسسه	
ai,20,تبينت	
ai,20,واستُخدم	
ai,20,اختيرت	
ai,20,وفحص	
ai,42,كونها	
ai,42,لدورها	
ai,42,أبرزت	
ai,42,استبيانًا	
ai,42,لجمع	
ai,42,شمل	
ai,16,وغيرها	
ai,16,استفاد	
ai,16,اكتشف	
ai,25,أوصت	
ai,25,هدفت	
ai,16,يجمع	
ai,22,التجاني	
ai,22,حاج	
ai,22,هم	
ai,22,تحرق	
ai,22,يعتقد	
ai,30,أمور	
ai,30,استغل	
ai,30,سلوك	
ai,30,ساعد	
ai,30,نمط	
ai,30,ألهمت	
ai,30,تكون	
ai,30,نوعية	
ai,30,وفّر	
ai,30,أحدث	
ai,30,يجادل	
ai,30,سبقت	
ai,22,تلقوا	
ai,22,سامية	
ai,22,وتولوا	
ai,22,تمتعوا	
ai,22,تحظى	
ai,22,دعوة	
ai,22,أولى	
ai,22,علم	
ai,22,ازدهرت	
ai,22,وركزوا	
ai,15,ذكرها	
ai,15,طرق	
ai,15,لعشرة	
ai,15,يتضمن	
ai,17,تشدد	
ai,17,سلسلة	
ai,17,عشرة	
ai,23,وفكرهم	
ai,23,يُؤكد	
ai,23,يدرسون	
ai,23,كتبه	
ai,28,ويعمل	
ai,28,تحاول	
ai,28,ويشتمل	
ai,28,كتبها	
ai,28,يمثل	
ai,28,فكره	
ai,28,عاش	
ai,18,يكرمونهم	
ai,18,كانوا	
ai,18,ويتمتعون	
ai,18,يشغلون	
ai,18,يحتلون	
ai,18,تأسست	
ai,18,يحظى	
ai,18,ودعمهم	
ai,18,يعود	
ai,24,لتجارة	
ai,24,وسوقاً	
ai,24,قبلة	
ai,24,سنغام	
ai,24,شهدته	
ai,24,وفتح	
ai,24,أسرة	
ai,24,أقيت	
ai,32,جعل	
ai,32,فكري	
ai,32,تتمتع	
ai,38,تُعرف	
ai,38,عاشته	
ai,38,فتح	
ai,38,وأسرة	
ai,38,خلصت	
ai,30,أضفت	
ai,30,استقطب	
ai,30,وجعل	
ai,30,فكرياً	
ai,30,لتبادل	
ai,30,أتاح	
ai,30,ساعدت	
ai,30,وأكدت	
ai,30,تميزت	
ai,23,ويجزلون	
ai,23,يقربونهم	
ai,23,ونالوا	
ai,23,تولوا	
ai,23,وبلغ	
ai,23,وافرًا	
ai,23,نالت	
ai,23,قامت	
ai,23,اهتم	
ai,23,فروعها	
ai,23,إزدهرت	
ai,12,السني	
ai,14,ويناقش	
ai,14,وبعض	
ai,23,تطرق	
ai,23,عرض	
ai,23,وظفها	
ai,23,واستفادت	
ai,23,شكّلت	
ai,27,قِبل	
ai,27,وعرض	
ai,27,استُخدمت	
ai,27,استفادت	
ai,27,أحدثها	
ai,44,عززت	
ai,44,هوية	
ai,44,تبنوها	
ai,44,ومنحوهم	
ai,44,قربوهم	
ai,44,نالوا	
ai,44,أعطت	
ai,44,يتماشى	
ai,44,تهيئة	
ai,44,تطورها	
ai,44,أولوا	
ai,14,رحلة	
ai,14,يكن	
ai,24,غنى	
ai,24,رحلته	
ai,24,سجل	
ai,31,بالغة	
ai,22,لرحلة	
ai,22,سجلها	
ai,22,تُعد	
ai,22,لتدوين	
ai,46,تجاذب	
ai,46,ويشمل	
ai,46,فكرية	
ai,46,يحتويه	
ai,46,وُجهة	
ai,46,واعتبرته	
ai,46,وتطرح	
ai,46,تحقق	
ai,46,بعدًا	
ai,46,ليظهر	
ai,46,جانبه	
ai,46,يختزل	
ai,46,يختلف	
ai,46,ويشير	
ai,46,يتشابك	
ai,46,فقط	
ai,46,يقتصر	
ai,46,ومارسته	
ai,46,وتُبيّن	
ai,46,فنون	
ai,23,توصل	
ai,23,سابقة	
ai,23,أراضي	
ai,23,عنوة	
ai,23,صلحا	
ai,23,غيره	
ai,23,يتميز	
ai,23,وسلم	
ai,17,خلص	
ai,17,يغطي	
ai,17,اتبعها	
ai,39,يُفضل	
ai,39,يُشكل	
ai,39,شتى	
ai,24,يعاد	
ai,24,تحلل	
ai,24,لتركز	
ai,24,تتجاوز	
ai,24,صاحبت	
ai,24,يحيى	
ai,23,مُلحة	
ai,23,ساعية	
ai,23,سوق	
ai,23,ونسبة	
ai,23,واستخدموا	
ai,20,أمر	
ai,20,تخلص	
ai,33,مدنها	
ai,33,خطى	
ai,33,سارت	
ai,33,بدأتها	
ai,33,عملوا	
ai,33,وشعبا	
ai,33,أرضا	
ai,33,تستهدف	
ai,20,بذلها	
ai,20,توعية	
ai,20,وساهمت	
ai,20,عملت	
ai,13,ونشره	
ai,13,استمرت	
ai,13,لطمس	
ai,13,سعت	
ai,18,يربط	
ai,18,وتتميز	
ai,18,تقع	
ai,18,نشأتها	
ai,37,سوى	
ai,37,تبعد	
ai,37,وتطل	
ai,37,وواد	
ai,37,وجبل	
ai,37,لجبل	
ai,37,ساحل	
ai,37,يقع	
ai,37,وترتبط	
ai,37,عرضه	
ai,37,روح	
ai,37,فاخرة	
ai,37,وبين	
ai,37,فجر	
ai,37,اكتسبت	
ai,27,ونحاول	
ai,27,نستكشف	
ai,27,هذين	
ai,27,حلقة	
ai,27,مكن	
ai,27,يطل	
ai,30,تستمر	
ai,30,تظل	
ai,30,تتميز	
ai,30,وصل	
ai,30,أكسبها	
ai,21,وربطها	
ai,21,يحقق	
ai,21,تتطلب	
ai,21,درجة	
ai,21,تؤمن	
ai,21,ودقة	
ai,11,وكسب	
ai,11,سعوا	
ai,15,تعددت	
ai,21,لتكوين	
ai,21,وتُبرز	
ai,21,ينشغل	
ai,21,ربطتها	
ai,21,امتلاك	
ai,21,يُعَدُّ	
ai,13,تتم	
ai,13,عصر	
ai,13,تهددها	
ai,13,ثروة	
ai,13,بالغ	
ai,13,أمرًا	
ai,16,وقاتل	
ai,16,وقدم	
ai,16,وسياسيًا	
ai,16,رفضهم	
ai,12,وتساعد	
ai,25,والتحكم	
ai,25,تتسم	
ai,25,غالباً	
ai,25,سعر	
ai,21,وحارب	
ai,21,ظلماً	
ai,21,وقتل	
ai,21,وهب	
ai,21,جانبها	
ai,21,يتردد	
ai,21,أعمدة	
ai,21,جاهدوا	
ai,21,نشأ	
ai,21,عمل	
ai,18,وكاتب	
ai,18,ساخر	
ai,28,لحركة	
ai,28,سيرة	
ai,28,وتقوي	
ai,28,قلمه	
ai,28,تميز	
ai,28,قاومت	
ai,28,عمد	
ai,28,بارزاً	
ai,18,يضمن	
ai,18,يخضع	
ai,18,وتدوينه	
ai,18,إن	
ai,18,يهدد	
ai,18,يكتسي	
ai,18,وتدوين	
ai,18,إنّ	
ai,8,وبعد	
ai,8,إبان	
ai,8,عاشها	
ai,24,انتشرت	
ai,24,واصل	
ai,24,زرع	
ai,24,وسعى	
ai,24,وجهه	
ai,24,وقف	
ai,24,بذل	
ai,24,لخدمة	
ai,24,كرس	
ai,17,وتصدى	
ai,17,طمس	
ai,23,شهدتها	
ai,23,أثره	
ai,23,تمت	
ai,41,وأكثر	
ai,41,فهمًا	
ai,41,آفاق	
ai,41,أثّرت	
ai,41,وفهم	
ai,41,تجد	
ai,41,ليس	
ai,41,نقله	
ai,41,ويعزز	
ai,41,لفحص	
ai,41,نسيانًا	
ai,17,ذروته	
ai,17,واتهمتهم	
ai,17,حملة	
ai,17,وأطلقت	
ai,17,تتحمل	
ai,17,وبدأوا	
ai,24,جلبتها	
ai,24,واعتبروها	
ai,24,شكّكوا	
ai,24,تُستقبل	
ai,24,يتخلّون	
ai,24,خبرتهم	
ai,20,وتمسّك	
ai,20,رفضت	
ai,20,خبرة	
ai,9,كتلة	
ai,16,نسمة	
ai,16,أربعة	
ai,16,عددهم	
ai,16,يبلغ	
ai,16,وتعرضوا	
ai,16,عاشوا	
ai,16,ينطبق	
